id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment
ID4140354,29,19,4608768.00,3.40,3.00,15.34,3,champions
ID4140444,85,1,121638.00,4.45,0.69,11.71,0,can not lose
ID4140600,64,1,120750.00,4.17,0.69,11.70,4,new customers with low buying ability
ID4140624,190,3,486648.00,5.25,1.39,13.10,5,need bring back
ID4140666,64,3,971778.00,4.17,1.39,13.79,5,need bring back
ID4140702,8,13,577674.00,2.20,2.64,13.27,1,new customers with high buying ability
ID4157238,232,1,120084.00,5.45,0.69,11.70,0,can not lose
ID4157268,36,5,229356.00,3.61,1.79,12.34,4,new customers with low buying ability
ID4157292,43,4,607398.00,3.78,1.61,13.32,1,new customers with high buying ability
ID4157346,71,2,320982.00,4.28,1.10,12.68,5,need bring back
ID4157352,218,1,64830.00,5.39,0.69,11.08,0,can not lose
ID4157454,211,2,954270.00,5.36,1.10,13.77,5,need bring back
ID4157598,246,1,121662.00,5.51,0.69,11.71,0,can not lose
ID4157628,183,1,364986.00,5.21,0.69,12.81,5,need bring back
ID4157712,92,2,243324.00,4.53,1.10,12.40,0,can not lose
ID4157832,148,1,121662.00,5.00,0.69,11.71,0,can not lose
ID4157850,309,1,27702.00,5.74,0.69,10.23,2,may lose
ID4158060,22,5,371850.00,3.14,1.79,12.83,1,new customers with high buying ability
ID4158096,43,1,54432.00,3.78,0.69,10.90,4,new customers with low buying ability
ID4158216,106,2,243324.00,4.67,1.10,12.40,0,can not lose
ID4158246,330,1,63126.00,5.80,0.69,11.05,0,can not lose
ID4158342,43,20,6402690.00,3.78,3.04,15.67,3,champions
ID4158408,288,2,813798.00,5.67,1.10,13.61,5,need bring back
ID4158504,22,13,5187144.00,3.14,2.64,15.46,3,champions
ID4158636,8,1,205368.00,2.20,0.69,12.23,4,new customers with low buying ability
ID4168080,36,2,769050.00,3.61,1.10,13.55,1,new customers with high buying ability
ID4168242,190,2,243300.00,5.25,1.10,12.40,0,can not lose
ID4168380,43,2,101526.00,3.78,1.10,11.53,4,new customers with low buying ability
ID4168440,323,1,122382.00,5.78,0.69,11.71,0,can not lose
ID4168458,64,1,120714.00,4.17,0.69,11.70,4,new customers with low buying ability
ID4168554,15,17,2660628.00,2.77,2.89,14.79,3,champions
ID4168740,22,14,4850748.00,3.14,2.71,15.39,3,champions
ID4168848,211,1,162480.00,5.36,0.69,12.00,0,can not lose
ID4168914,295,1,39660.00,5.69,0.69,10.59,2,may lose
ID4168920,99,16,2435076.00,4.61,2.83,14.71,5,need bring back
ID4168950,57,1,76692.00,4.06,0.69,11.25,4,new customers with low buying ability
ID4168974,15,24,6802866.00,2.77,3.22,15.73,3,champions
ID4169322,302,2,128964.00,5.71,1.10,11.77,0,can not lose
ID4169334,78,5,315924.00,4.37,1.79,12.66,5,need bring back
ID4169346,330,1,191406.00,5.80,0.69,12.16,0,can not lose
ID4169574,295,3,372936.00,5.69,1.39,12.83,5,need bring back
ID4179960,295,1,223884.00,5.69,0.69,12.32,0,can not lose
ID4180026,155,1,120390.00,5.05,0.69,11.70,0,can not lose
ID4180242,22,18,3284478.00,3.14,2.94,15.00,3,champions
ID4180356,29,11,2374488.00,3.40,2.48,14.68,3,champions
ID4180410,15,5,220182.00,2.77,1.79,12.30,1,new customers with high buying ability
ID4180506,50,1,61854.00,3.93,0.69,11.03,4,new customers with low buying ability
ID4180548,36,6,1094022.00,3.61,1.95,13.91,1,new customers with high buying ability
ID4180710,330,1,23256.00,5.80,0.69,10.05,2,may lose
ID4180722,162,5,304788.00,5.09,1.79,12.63,5,need bring back
ID4180800,323,1,121338.00,5.78,0.69,11.71,0,can not lose
ID4181034,36,2,288378.00,3.61,1.10,12.57,4,new customers with low buying ability
ID4181160,197,2,243300.00,5.29,1.10,12.40,0,can not lose
ID4181250,309,1,121638.00,5.74,0.69,11.71,0,can not lose
ID4181382,197,2,466212.00,5.29,1.10,13.05,5,need bring back
ID4181544,43,1,59382.00,3.78,0.69,10.99,4,new customers with low buying ability
ID4181640,260,1,243324.00,5.56,0.69,12.40,0,can not lose
ID4189368,113,4,1325532.00,4.74,1.61,14.10,5,need bring back
ID4189470,57,1,311760.00,4.06,0.69,12.65,5,need bring back
ID4189566,15,11,2061012.00,2.77,2.48,14.54,1,new customers with high buying ability
ID4189608,78,5,628896.00,4.37,1.79,13.35,5,need bring back
ID4189620,36,5,587502.00,3.61,1.79,13.28,1,new customers with high buying ability
ID4189704,36,1,120750.00,3.61,0.69,11.70,4,new customers with low buying ability
ID4189722,15,19,3015744.00,2.77,3.00,14.92,3,champions
ID4189758,36,1,120750.00,3.61,0.69,11.70,4,new customers with low buying ability
ID4189788,64,6,956886.00,4.17,1.95,13.77,5,need bring back
ID4189872,71,1,120750.00,4.28,0.69,11.70,4,new customers with low buying ability
ID4189884,302,1,243276.00,5.71,0.69,12.40,0,can not lose
ID4190082,190,1,121662.00,5.25,0.69,11.71,0,can not lose
ID4190178,169,2,364986.00,5.14,1.10,12.81,5,need bring back
ID4190340,22,4,484824.00,3.14,1.61,13.09,1,new customers with high buying ability
ID4190454,281,2,187056.00,5.64,1.10,12.14,0,can not lose
ID4190676,22,1,120750.00,3.14,0.69,11.70,4,new customers with low buying ability
ID4190742,120,2,289314.00,4.80,1.10,12.58,5,need bring back
ID4190856,281,1,109152.00,5.64,0.69,11.60,0,can not lose
ID4190916,15,8,529584.00,2.77,2.20,13.18,1,new customers with high buying ability
ID4198512,57,2,160632.00,4.06,1.10,11.99,4,new customers with low buying ability
ID4198518,15,14,2439618.00,2.77,2.71,14.71,3,champions
ID4198584,120,4,175464.00,4.80,1.61,12.08,0,can not lose
ID4198602,316,1,380988.00,5.76,0.69,12.85,0,can not lose
ID4198638,197,1,64830.00,5.29,0.69,11.08,0,can not lose
ID4198692,1,18,7202652.00,0.69,2.94,15.79,3,champions
ID4198818,330,2,245352.00,5.80,1.10,12.41,0,can not lose
ID4198974,183,2,243324.00,5.21,1.10,12.40,0,can not lose
ID4199010,78,1,121662.00,4.37,0.69,11.71,0,can not lose
ID4199148,71,9,480312.00,4.28,2.30,13.08,5,need bring back
ID4199448,330,1,64482.00,5.80,0.69,11.07,0,can not lose
ID4199694,85,1,61854.00,4.45,0.69,11.03,4,new customers with low buying ability
ID4199898,50,4,629028.00,3.93,1.61,13.35,5,need bring back
ID4215258,57,3,270540.00,4.06,1.39,12.51,5,need bring back
ID4215372,15,11,829404.00,2.77,2.48,13.63,1,new customers with high buying ability
ID4215396,134,2,104490.00,4.91,1.10,11.56,0,can not lose
ID4215414,8,6,730764.00,2.20,1.95,13.50,1,new customers with high buying ability
ID4215450,267,1,109152.00,5.59,0.69,11.60,0,can not lose
ID4215666,85,8,818634.00,4.45,2.20,13.62,5,need bring back
ID4215846,99,1,63126.00,4.61,0.69,11.05,0,can not lose
ID4215918,43,9,1680876.00,3.78,2.30,14.33,1,new customers with high buying ability
ID4215966,22,11,2164500.00,3.14,2.48,14.59,1,new customers with high buying ability
ID4216410,127,1,109152.00,4.85,0.69,11.60,0,can not lose
ID4216986,71,3,364074.00,4.28,1.39,12.81,5,need bring back
ID4227558,211,2,450486.00,5.36,1.10,13.02,5,need bring back
ID4227576,50,3,116910.00,3.93,1.39,11.67,4,new customers with low buying ability
ID4227606,218,4,379518.00,5.39,1.61,12.85,5,need bring back
ID4227816,1,1,222804.00,0.69,0.69,12.31,1,new customers with high buying ability
ID4227840,162,1,22530.00,5.09,0.69,10.02,2,may lose
ID4227882,162,2,241152.00,5.09,1.10,12.39,0,can not lose
ID4227918,204,1,64830.00,5.32,0.69,11.08,0,can not lose
ID4227930,50,5,1310430.00,3.93,1.79,14.09,5,need bring back
ID4228122,29,17,3061302.00,3.40,2.89,14.93,3,champions
ID4228170,316,1,1472112.00,5.76,0.69,14.20,5,need bring back
ID4228176,22,1,27216.00,3.14,0.69,10.21,4,new customers with low buying ability
ID4228266,15,8,1700412.00,2.77,2.20,14.35,1,new customers with high buying ability
ID4228320,323,1,122676.00,5.78,0.69,11.72,0,can not lose
ID4228398,8,2,54840.00,2.20,1.10,10.91,4,new customers with low buying ability
ID4228452,22,18,5261052.00,3.14,2.94,15.48,3,champions
ID4228692,8,9,5590068.00,2.20,2.30,15.54,3,champions
ID4228818,50,1,38970.00,3.93,0.69,10.57,4,new customers with low buying ability
ID4228884,43,9,1583892.00,3.78,2.30,14.28,1,new customers with high buying ability
ID4229160,22,18,3577680.00,3.14,2.94,15.09,3,champions
ID4229184,330,1,27696.00,5.80,0.69,10.23,2,may lose
ID4235940,29,1,62352.00,3.40,0.69,11.04,4,new customers with low buying ability
ID4235952,8,3,1331088.00,2.20,1.39,14.10,1,new customers with high buying ability
ID4236012,337,4,769608.00,5.82,1.61,13.55,5,need bring back
ID4236036,15,21,4269264.00,2.77,3.09,15.27,3,champions
ID4236312,204,2,611352.00,5.32,1.10,13.32,5,need bring back
ID4236342,1,25,2065200.00,0.69,3.26,14.54,3,champions
ID4236588,36,4,267318.00,3.61,1.61,12.50,4,new customers with low buying ability
ID4236660,218,3,101214.00,5.39,1.39,11.53,0,can not lose
ID4236954,85,1,121662.00,4.45,0.69,11.71,0,can not lose
ID4236972,106,3,364938.00,4.67,1.39,12.81,5,need bring back
ID4237134,274,1,62352.00,5.62,0.69,11.04,0,can not lose
ID4237182,267,2,243276.00,5.59,1.10,12.40,0,can not lose
ID4237194,43,2,223428.00,3.78,1.10,12.32,4,new customers with low buying ability
ID4237290,106,1,138540.00,4.67,0.69,11.84,0,can not lose
ID4237302,204,1,120390.00,5.32,0.69,11.70,0,can not lose
ID4237356,22,2,229902.00,3.14,1.10,12.35,4,new customers with low buying ability
ID4237464,36,1,483000.00,3.61,0.69,13.09,5,need bring back
ID4237500,288,1,121638.00,5.67,0.69,11.71,0,can not lose
ID4237506,246,1,223884.00,5.51,0.69,12.32,0,can not lose
ID4237512,50,16,4523202.00,3.93,2.83,15.32,3,champions
ID4237656,99,9,808404.00,4.61,2.30,13.60,5,need bring back
ID4247178,15,1,27216.00,2.77,0.69,10.21,4,new customers with low buying ability
ID4247214,113,2,555036.00,4.74,1.10,13.23,5,need bring back
ID4247232,211,1,109152.00,5.36,0.69,11.60,0,can not lose
ID4247292,78,1,124704.00,4.37,0.69,11.73,0,can not lose
ID4247322,197,2,129660.00,5.29,1.10,11.77,0,can not lose
ID4247334,36,1,241476.00,3.61,0.69,12.39,4,new customers with low buying ability
ID4247382,183,2,0.00,5.21,1.10,0.00,2,may lose
ID4247466,92,9,1464222.00,4.53,2.30,14.20,5,need bring back
ID4247520,204,1,243276.00,5.32,0.69,12.40,0,can not lose
ID4247538,8,7,2457852.00,2.20,2.08,14.71,3,champions
ID4247574,43,6,556602.00,3.78,1.95,13.23,1,new customers with high buying ability
ID4247688,190,2,851634.00,5.25,1.10,13.65,5,need bring back
ID4247898,113,1,64830.00,4.74,0.69,11.08,0,can not lose
ID4248084,246,1,118872.00,5.51,0.69,11.69,0,can not lose
ID4248288,190,1,608310.00,5.25,0.69,13.32,5,need bring back
ID4248360,190,1,45084.00,5.25,0.69,10.72,2,may lose
ID4248420,274,1,129660.00,5.62,0.69,11.77,0,can not lose
ID4248870,29,17,3428538.00,3.40,2.89,15.05,3,champions
ID4258452,15,8,642846.00,2.77,2.20,13.37,1,new customers with high buying ability
ID4258500,232,1,364986.00,5.45,0.69,12.81,0,can not lose
ID4258560,15,28,2405064.00,2.77,3.37,14.69,3,champions
ID4258620,36,10,1822122.00,3.61,2.40,14.42,1,new customers with high buying ability
ID4258662,302,1,76674.00,5.71,0.69,11.25,0,can not lose
ID4258692,29,4,728148.00,3.40,1.61,13.50,1,new customers with high buying ability
ID4258752,169,1,121662.00,5.14,0.69,11.71,0,can not lose
ID4258794,253,3,625824.00,5.54,1.39,13.35,5,need bring back
ID4258986,232,1,121536.00,5.45,0.69,11.71,0,can not lose
ID4259028,29,15,791550.00,3.40,2.77,13.58,1,new customers with high buying ability
ID4259238,50,1,120750.00,3.93,0.69,11.70,4,new customers with low buying ability
ID4259400,267,1,364986.00,5.59,0.69,12.81,0,can not lose
ID4259472,43,2,159720.00,3.78,1.10,11.98,4,new customers with low buying ability
ID4259598,22,7,677334.00,3.14,2.08,13.43,1,new customers with high buying ability
ID4259658,106,5,775380.00,4.67,1.79,13.56,5,need bring back
ID4259874,43,1,120750.00,3.78,0.69,11.70,4,new customers with low buying ability
ID4259886,15,23,4523430.00,2.77,3.18,15.32,3,champions
ID4259946,22,4,228510.00,3.14,1.61,12.34,4,new customers with low buying ability
ID4267068,8,2,242376.00,2.20,1.10,12.40,1,new customers with high buying ability
ID4267254,113,2,184566.00,4.74,1.10,12.13,0,can not lose
ID4267260,190,1,64830.00,5.25,0.69,11.08,0,can not lose
ID4267272,260,1,498744.00,5.56,0.69,13.12,5,need bring back
ID4267284,85,11,2737002.00,4.45,2.48,14.82,5,need bring back
ID4267344,15,7,575472.00,2.77,2.08,13.26,1,new customers with high buying ability
ID4267398,127,1,121662.00,4.85,0.69,11.71,0,can not lose
ID4268016,15,3,364014.00,2.77,1.39,12.80,1,new customers with high buying ability
ID4268214,43,2,160308.00,3.78,1.10,11.98,4,new customers with low buying ability
ID4268658,316,1,121638.00,5.76,0.69,11.71,0,can not lose
ID4268748,99,1,608190.00,4.61,0.69,13.32,5,need bring back
ID4268772,120,1,79344.00,4.80,0.69,11.28,0,can not lose
ID4268802,8,13,4676400.00,2.20,2.64,15.36,3,champions
ID4284114,309,1,27702.00,5.74,0.69,10.23,2,may lose
ID4284420,99,1,222030.00,4.61,0.69,12.31,0,can not lose
ID4284492,15,2,160632.00,2.77,1.10,11.99,4,new customers with low buying ability
ID4284540,190,1,121662.00,5.25,0.69,11.71,0,can not lose
ID4284624,92,1,61854.00,4.53,0.69,11.03,0,can not lose
ID4284672,78,1,102678.00,4.37,0.69,11.54,4,new customers with low buying ability
ID4284684,267,1,121662.00,5.59,0.69,11.71,0,can not lose
ID4284738,8,12,1536780.00,2.20,2.56,14.25,1,new customers with high buying ability
ID4284774,141,6,415530.00,4.96,1.95,12.94,5,need bring back
ID4284846,29,25,2860668.00,3.40,3.26,14.87,3,champions
ID4285146,43,4,610854.00,3.78,1.61,13.32,1,new customers with high buying ability
ID4285362,113,1,121662.00,4.74,0.69,11.71,0,can not lose
ID4285932,78,3,605526.00,4.37,1.39,13.31,5,need bring back
ID4298676,204,2,186492.00,5.32,1.10,12.14,0,can not lose
ID4298706,106,3,151848.00,4.67,1.39,11.93,0,can not lose
ID4298916,1,8,1456116.00,0.69,2.20,14.19,1,new customers with high buying ability
ID4299270,85,15,4263648.00,4.45,2.77,15.27,3,champions
ID4299426,22,1,61854.00,3.14,0.69,11.03,4,new customers with low buying ability
ID4299450,323,1,120600.00,5.78,0.69,11.70,0,can not lose
ID4299678,309,1,311760.00,5.74,0.69,12.65,0,can not lose
ID4299726,302,1,121638.00,5.71,0.69,11.71,0,can not lose
ID4299750,274,1,364986.00,5.62,0.69,12.81,0,can not lose
ID4299792,92,7,564498.00,4.53,2.08,13.24,5,need bring back
ID4299918,8,1,61854.00,2.20,0.69,11.03,4,new customers with low buying ability
ID4299972,316,2,561168.00,5.76,1.10,13.24,5,need bring back
ID4300134,29,6,1270932.00,3.40,1.95,14.06,1,new customers with high buying ability
ID4300182,50,4,191778.00,3.93,1.61,12.16,4,new customers with low buying ability
ID4300194,15,27,2245842.00,2.77,3.33,14.62,3,champions
ID4300368,36,1,102678.00,3.61,0.69,11.54,4,new customers with low buying ability
ID4308450,316,1,121638.00,5.76,0.69,11.71,0,can not lose
ID4308546,50,17,3195696.00,3.93,2.89,14.98,3,champions
ID4308606,29,1,120750.00,3.40,0.69,11.70,4,new customers with low buying ability
ID4308624,50,3,272436.00,3.93,1.39,12.52,5,need bring back
ID4308864,295,1,39660.00,5.69,0.69,10.59,2,may lose
ID4308870,204,2,244338.00,5.32,1.10,12.41,0,can not lose
ID4308966,267,1,243324.00,5.59,0.69,12.40,0,can not lose
ID4309134,260,1,121662.00,5.56,0.69,11.71,0,can not lose
ID4309176,330,1,46374.00,5.80,0.69,10.74,2,may lose
ID4309308,162,2,361740.00,5.09,1.10,12.80,5,need bring back
ID4309356,155,1,243324.00,5.05,0.69,12.40,0,can not lose
ID4309380,36,8,1840020.00,3.61,2.20,14.43,1,new customers with high buying ability
ID4309446,127,1,121662.00,4.85,0.69,11.71,0,can not lose
ID4309470,15,10,419238.00,2.77,2.40,12.95,1,new customers with high buying ability
ID4309656,302,1,121638.00,5.71,0.69,11.71,0,can not lose
ID4309758,29,10,1905240.00,3.40,2.40,14.46,1,new customers with high buying ability
ID4309794,15,8,2043894.00,2.77,2.20,14.53,1,new customers with high buying ability
ID4309932,22,17,2500488.00,3.14,2.89,14.73,3,champions
ID4310034,120,1,218304.00,4.80,0.69,12.29,0,can not lose
ID4310088,36,1,120750.00,3.61,0.69,11.70,4,new customers with low buying ability
ID4310118,78,4,367536.00,4.37,1.61,12.81,5,need bring back
ID4310136,29,28,8282256.00,3.40,3.37,15.93,3,champions
ID4310160,57,5,615396.00,4.06,1.79,13.33,5,need bring back
ID4319250,78,3,870150.00,4.37,1.39,13.68,5,need bring back
ID4319256,134,4,182118.00,4.91,1.61,12.11,0,can not lose
ID4319352,43,3,966912.00,3.78,1.39,13.78,5,need bring back
ID4319412,29,1,120750.00,3.40,0.69,11.70,4,new customers with low buying ability
ID4319442,225,8,511824.00,5.42,2.20,13.15,5,need bring back
ID4319538,22,6,740898.00,3.14,1.95,13.52,1,new customers with high buying ability
ID4319598,365,1,23262.00,5.90,0.69,10.05,2,may lose
ID4319616,120,1,218304.00,4.80,0.69,12.29,0,can not lose
ID4319658,141,1,64830.00,4.96,0.69,11.08,0,can not lose
ID4319988,50,1,38970.00,3.93,0.69,10.57,4,new customers with low buying ability
ID4320018,162,3,1098822.00,5.09,1.39,13.91,5,need bring back
ID4320096,288,1,121338.00,5.67,0.69,11.71,0,can not lose
ID4320144,295,1,121638.00,5.69,0.69,11.71,0,can not lose
ID4320240,15,9,2635434.00,2.77,2.30,14.78,3,champions
ID4320288,22,4,673158.00,3.14,1.61,13.42,1,new customers with high buying ability
ID4320294,92,3,186060.00,4.53,1.39,12.13,0,can not lose
ID4320540,64,9,3430044.00,4.17,2.30,15.05,3,champions
ID4320702,64,2,126684.00,4.17,1.10,11.75,4,new customers with low buying ability
ID4330896,309,1,39660.00,5.74,0.69,10.59,2,may lose
ID4331118,141,2,168114.00,4.96,1.10,12.03,0,can not lose
ID4331280,43,2,343554.00,3.78,1.10,12.75,5,need bring back
ID4331394,8,13,1509030.00,2.20,2.64,14.23,1,new customers with high buying ability
ID4331412,43,5,231996.00,3.78,1.79,12.35,4,new customers with low buying ability
ID4331586,288,1,238956.00,5.67,0.69,12.38,0,can not lose
ID4331604,36,12,1286874.00,3.61,2.56,14.07,1,new customers with high buying ability
ID4332078,71,2,242412.00,4.28,1.10,12.40,5,need bring back
ID4332096,50,1,61854.00,3.93,0.69,11.03,4,new customers with low buying ability
ID4332210,8,35,23814876.00,2.20,3.58,16.99,3,champions
ID4332354,15,6,2421384.00,2.77,1.95,14.70,1,new customers with high buying ability
ID4332522,211,1,124704.00,5.36,0.69,11.73,0,can not lose
ID4350228,22,6,729198.00,3.14,1.95,13.50,1,new customers with high buying ability
ID4351146,295,1,121638.00,5.69,0.69,11.71,0,can not lose
ID4351260,190,3,282996.00,5.25,1.39,12.55,0,can not lose
ID4351308,92,8,2068254.00,4.53,2.20,14.54,5,need bring back
ID4351368,36,1,120750.00,3.61,0.69,11.70,4,new customers with low buying ability
ID4351536,57,5,321174.00,4.06,1.79,12.68,5,need bring back
ID4351626,239,1,121662.00,5.48,0.69,11.71,0,can not lose
ID4351662,78,1,120750.00,4.37,0.69,11.70,0,can not lose
ID4351776,15,16,2387682.00,2.77,2.83,14.69,3,champions
ID4351872,232,3,238812.00,5.45,1.39,12.38,0,can not lose
ID4351884,246,2,104502.00,5.51,1.10,11.56,0,can not lose
ID4351950,22,4,1699452.00,3.14,1.61,14.35,1,new customers with high buying ability
ID4367532,218,1,606690.00,5.39,0.69,13.32,5,need bring back
ID4368816,330,2,699798.00,5.80,1.10,13.46,5,need bring back
ID4370568,43,8,7156512.00,3.78,2.20,15.78,3,champions
ID4371966,92,2,85116.00,4.53,1.10,11.35,0,can not lose
ID4372038,176,1,79344.00,5.18,0.69,11.28,0,can not lose
ID4372092,36,9,3995070.00,3.61,2.30,15.20,3,champions
ID4372206,302,1,120576.00,5.71,0.69,11.70,0,can not lose
ID4372218,239,1,27708.00,5.48,0.69,10.23,2,may lose
ID4372398,113,2,287850.00,4.74,1.10,12.57,5,need bring back
ID4372428,106,3,364986.00,4.67,1.39,12.81,5,need bring back
ID4372734,22,20,7583616.00,3.14,3.04,15.84,3,champions
ID4372818,281,1,364914.00,5.64,0.69,12.81,0,can not lose
ID4372830,288,1,729828.00,5.67,0.69,13.50,5,need bring back
ID4372926,176,1,685872.00,5.18,0.69,13.44,5,need bring back
ID4373028,106,1,121662.00,4.67,0.69,11.71,0,can not lose
ID4373070,169,13,1112736.00,5.14,2.64,13.92,5,need bring back
ID4373112,106,4,851634.00,4.67,1.61,13.65,5,need bring back
ID4373394,148,1,243324.00,5.00,0.69,12.40,0,can not lose
ID4373460,92,2,101526.00,4.53,1.10,11.53,0,can not lose
ID4373508,99,2,243324.00,4.61,1.10,12.40,0,can not lose
ID4373532,78,7,1985406.00,4.37,2.08,14.50,5,need bring back
ID4373574,64,1,222804.00,4.17,0.69,12.31,4,new customers with low buying ability
ID4373604,260,1,121662.00,5.56,0.69,11.71,0,can not lose
ID4387650,43,2,610464.00,3.78,1.10,13.32,5,need bring back
ID4387668,29,1,61854.00,3.40,0.69,11.03,4,new customers with low buying ability
ID4387770,169,1,120084.00,5.14,0.69,11.70,0,can not lose
ID4388076,330,1,64830.00,5.80,0.69,11.08,0,can not lose
ID4388136,113,2,4014846.00,4.74,1.10,15.21,5,need bring back
ID4388298,190,1,243324.00,5.25,0.69,12.40,0,can not lose
ID4388370,15,6,1392984.00,2.77,1.95,14.15,1,new customers with high buying ability
ID4388394,218,2,311760.00,5.39,1.10,12.65,0,can not lose
ID4388664,85,2,205356.00,4.45,1.10,12.23,0,can not lose
ID4388778,274,2,244338.00,5.62,1.10,12.41,0,can not lose
ID4388796,162,1,364986.00,5.09,0.69,12.81,5,need bring back
ID4388838,22,17,1036596.00,3.14,2.89,13.85,1,new customers with high buying ability
ID4388910,211,4,853590.00,5.36,1.61,13.66,5,need bring back
ID4388982,15,7,1274586.00,2.77,2.08,14.06,1,new customers with high buying ability
ID4389018,8,3,248346.00,2.20,1.39,12.42,1,new customers with high buying ability
ID4389072,176,1,39672.00,5.18,0.69,10.59,2,may lose
ID4389222,85,3,189186.00,4.45,1.39,12.15,0,can not lose
ID4395150,99,6,772404.00,4.61,1.95,13.56,5,need bring back
ID4395468,92,1,121662.00,4.53,0.69,11.71,0,can not lose
ID4395678,246,4,316152.00,5.51,1.61,12.66,5,need bring back
ID4395684,50,12,1405290.00,3.93,2.56,14.16,1,new customers with high buying ability
ID4395762,29,7,970404.00,3.40,2.08,13.79,1,new customers with high buying ability
ID4395918,225,3,447360.00,5.42,1.39,13.01,5,need bring back
ID4396098,99,1,121662.00,4.61,0.69,11.71,0,can not lose
ID4396272,113,1,64476.00,4.74,0.69,11.07,0,can not lose
ID4396536,218,1,64830.00,5.39,0.69,11.08,0,can not lose
ID4396632,64,3,538872.00,4.17,1.39,13.20,5,need bring back
ID4396710,106,3,366000.00,4.67,1.39,12.81,5,need bring back
ID4396872,15,2,303018.00,2.77,1.10,12.62,1,new customers with high buying ability
ID4410858,15,20,9636312.00,2.77,3.04,16.08,3,champions
ID4410864,29,16,9838146.00,3.40,2.83,16.10,3,champions
ID4410930,92,6,1205772.00,4.53,1.95,14.00,5,need bring back
ID4410960,288,1,120390.00,5.67,0.69,11.70,0,can not lose
ID4411326,8,2,151920.00,2.20,1.10,11.93,4,new customers with low buying ability
ID4411392,120,3,364914.00,4.80,1.39,12.81,5,need bring back
ID4411404,232,2,486648.00,5.45,1.10,13.10,5,need bring back
ID4411428,162,1,121662.00,5.09,0.69,11.71,0,can not lose
ID4411572,36,1,513414.00,3.61,0.69,13.15,5,need bring back
ID4411590,92,1,308046.00,4.53,0.69,12.64,5,need bring back
ID4411746,50,9,1299246.00,3.93,2.30,14.08,1,new customers with high buying ability
ID4411758,57,1,362250.00,4.06,0.69,12.80,5,need bring back
ID4411770,120,1,39672.00,4.80,0.69,10.59,2,may lose
ID4411872,169,1,22536.00,5.14,0.69,10.02,2,may lose
ID4412046,22,19,4094178.00,3.14,3.00,15.23,3,champions
ID4412154,78,1,102678.00,4.37,0.69,11.54,4,new customers with low buying ability
ID4412190,330,1,122676.00,5.80,0.69,11.72,0,can not lose
ID4412274,15,3,1476270.00,2.77,1.39,14.21,1,new customers with high buying ability
ID4412280,120,1,224484.00,4.80,0.69,12.32,0,can not lose
ID4412340,176,1,121662.00,5.18,0.69,11.71,0,can not lose
ID4412532,197,2,241152.00,5.29,1.10,12.39,0,can not lose
ID4412562,169,1,121662.00,5.14,0.69,11.71,0,can not lose
ID4434018,127,1,64830.00,4.85,0.69,11.08,0,can not lose
ID4434102,92,4,313152.00,4.53,1.61,12.65,5,need bring back
ID4434204,22,9,1204500.00,3.14,2.30,14.00,1,new customers with high buying ability
ID4434318,15,20,4436916.00,2.77,3.04,15.31,3,champions
ID4434474,330,1,217896.00,5.80,0.69,12.29,0,can not lose
ID4434522,8,16,5973552.00,2.20,2.83,15.60,3,champions
ID4434702,29,2,430932.00,3.40,1.10,12.97,1,new customers with high buying ability
ID4434840,22,1,27216.00,3.14,0.69,10.21,4,new customers with low buying ability
ID4434846,260,1,608310.00,5.56,0.69,13.32,5,need bring back
ID4434858,64,3,248322.00,4.17,1.39,12.42,5,need bring back
ID4434894,85,7,1459872.00,4.45,2.08,14.19,5,need bring back
ID4434996,8,36,14330982.00,2.20,3.61,16.48,3,champions
ID4435014,204,1,300600.00,5.32,0.69,12.61,0,can not lose
ID4435338,302,1,64452.00,5.71,0.69,11.07,0,can not lose
ID4435350,162,1,129660.00,5.09,0.69,11.77,0,can not lose
ID4435464,99,2,482304.00,4.61,1.10,13.09,5,need bring back
ID4445514,64,11,2173962.00,4.17,2.48,14.59,5,need bring back
ID4445550,246,1,109152.00,5.51,0.69,11.60,0,can not lose
ID4445604,211,1,121662.00,5.36,0.69,11.71,0,can not lose
ID4445664,281,1,124704.00,5.64,0.69,11.73,0,can not lose
ID4445670,176,1,121662.00,5.18,0.69,11.71,0,can not lose
ID4445814,204,1,121662.00,5.32,0.69,11.71,0,can not lose
ID4445928,253,1,39672.00,5.54,0.69,10.59,2,may lose
ID4446024,22,1,120750.00,3.14,0.69,11.70,4,new customers with low buying ability
ID4446120,92,2,364986.00,4.53,1.10,12.81,5,need bring back
ID4446138,246,1,64830.00,5.51,0.69,11.08,0,can not lose
ID4446150,8,3,106332.00,2.20,1.39,11.57,4,new customers with low buying ability
ID4446192,302,1,121638.00,5.71,0.69,11.71,0,can not lose
ID4446300,316,1,364914.00,5.76,0.69,12.81,0,can not lose
ID4446348,274,1,486552.00,5.62,0.69,13.10,5,need bring back
ID4446462,15,3,796200.00,2.77,1.39,13.59,1,new customers with high buying ability
ID4446528,302,1,109152.00,5.71,0.69,11.60,0,can not lose
ID4446672,197,1,842730.00,5.29,0.69,13.64,5,need bring back
ID4446690,8,24,3951696.00,2.20,3.22,15.19,3,champions
ID4446816,92,1,299376.00,4.53,0.69,12.61,5,need bring back
ID4446924,302,1,243276.00,5.71,0.69,12.40,0,can not lose
ID4447032,1,2,185562.00,0.69,1.10,12.13,1,new customers with high buying ability
